tweet,label,label_type
penasaran re masuk gak ya,neg,0
bang ingat apple durasi maksimal buat jaga sehat mata gitu,pos,1
aku bang aku,pos,1
tuju banget emang gaboleh buat alas aman,neg,0
kek mana main game moba pke itu,neg,0
maaf numpang nanya ajaliat berita byk guna apple vision pro derita pening kepala stlh bbrp lama pakai terus apple visionnyaapa blm biasa memang tdk guna lama berjamko david sendiri dr alam stlh pakai lama apple visionnya asa pusing gasama papar radiasi ke mata gmnamankah msh radiasi jg,neg,0
pertama pin dong bang,neg,0
gadget canggih makin canggih angkt,pos,1
tunggu brand meng atm produk biar makin saing,pos,1
shangrila frointer wujud,pos,1
bang kolep aja ama youtuber udh beli vision pro biar main bareng gitu,neg,0
bang coba hololens alat mirip kayak tetapi lebih tua segi umur kan mau liat unggul apa aja hololens hubung jaring nggak,neg,0
itu kabel ke baterai soal ny charger ny msh di luar dri kacamata ny,neg,0
bang hari pakek di lepas pusing gak bang,neg,0
gilanggilang emang udah ada,pos,1
bg coba main game saoif,pos,1
apa gak bikin mata minus mata paksa terus buat melototin layar jarak deket,neg,0
purnomobelajar baik pak pur pasien bapak bukan ini,neg,0
iya yaa bukan nya,neg,0
wkkwkwk mamen,neg,0
kita satu pikir ngga sih kalo punya ini,pos,1
apple vision pro sistem operasi stabil lancar angkt,pos,1
knapa srasa liat dukun sih yg interaksi ghaib wkwkwkwk,neg,0
angkt ken tau banget fitur editing apple vision pro,neg,0
luar biasa wkwkwk,pos,1
ilhamsangpahlawan kerja bagus,pos,1
enak banget maen statistik pas mau nembak point parameter nya,pos,1
wah penasaran banget nyobain apple vision pro angkt,neg,0
puyeng sumpah,neg,0
baterai gimana bang kuat hari kah,neg,0
absen,neg,0
bang david suka ngegym ya,pos,1
gw minimal nunggu bentuk vision pro nya model kacamata aja dah,pos,1
orang pertama,neg,0
tim yang langsung beli gak cuma nonton doang cungg,neg,0
pov liat layar yg munculin muka david apa yah mata kah,neg,0
canggih tp g alam beli karna liat norak heheheh coba kalo setip kacamata,neg,0
nunggu xiomi ngeluarin barang ini dengan harga juta,pos,1
btw lion parcel murah bgt e dr palembang gk sampe rb padek,pos,1
ribu tonton pertama,neg,0
di akhir video kayax episode doraemon nobita tidur bantal apa hidup dunia mimpi,neg,0
kalo gw yg pake tanya mau nyelam mana bang,pos,1
keren banget berapa harga bang,pos,1
ada tiktok kah,pos,1
apakah sword art online nyata,pos,1
tonton ke,neg,0
realme pro nya bang,neg,0
buat nnton vidio vr,pos,1
tes game nya bang,pos,1
fix bakal jadi bahan meme link start,neg,0
kembang jaman teknologi makin bikin lupa masa lalu turut orang jaman jaman dulu lebih nyata lebih nyaman rindu jaman jaman an,neg,0
bisa maen pubg gk ya,pos,1
klow kgk salah ada video yg maenin honkai star rail pake apple vision ini tapi jka bisa buat maen game yg action bisa bahaya anggap orang anehgila apa lagi jka gerakin tangan kayak mijit cubit ntar malah dipanggilin polisi atw satpamkeamanan krn dianggep orang mesum hara leceh selsual,neg,0
kasihan padahal muda,neg,0
wah nontonnya capek eh lol cuma kuat nonton tengah disoriented dikit,neg,0
bikin motion sickness,neg,0
nyobain barang random yg jual online shop bg dah lama nggak bikin,neg,0
klo disambungin joystick enak main genshin sih,pos,1
p,neg,0
manusia bikin makin anti sosialsalah agenda nwo manusia mudah pengaruh kontrol mereka,pos,1
bisa pake main game gk bang,pos,1
dan udah satu tanah,pos,1
selalu nonton walupun beli v,neg,0
performa baterai apple vision pro cukup singkat angkt,neg,0
review redmi note series bang sama realme pro,pos,1
mainin genshin ga bng,neg,0
kulo buat maen pubg gimana bang,pos,1
bayangin ml bikin versi d terus main make device ini,neg,0
bukan masa depan tp masa promosi,neg,0
di tahun kira seperti orang skizo bang wkwk mungkin tahun depan sudah beda lagi,neg,0
bang coba experiment pakein apple vision pro orang tua gaptek,neg,0
bro lu kalo kasih jajan juta hari harus habis rekomen beli sih buat apa emang youtube v,neg,0
pake jam lebih pusing ngk bg,neg,0
udah lebih ngak teknologi kayak makin bahaya,neg,0
angkt apple vision pro punya kerja stabil,pos,1
moga di tahun bisa beli gadget yang di impi aamiin,neg,0
buat nonton film biru mantap tuh,pos,1
buat kerja tidur enak gak sih,pos,1
lumayan biar orang jauh sangka orang gila mau renang jalan,neg,0
next microsoft hololens dong bang,neg,0
liat flm the simpsons episode friends and family bg,pos,1
pusing,neg,0
yang dekat jauh yng jauh dekat,neg,0
mungkin beberapa thun depan bukan cuma apple yg bikin kyk gitu brand bklan tiru dn harga lbih murah,neg,0
makin mudah jitak pala orang,pos,1
tecno pova pro g kak,neg,0
buat mes jarak jauh apakah bakal normal klo make apple vision,neg,0
next naik motor bang,neg,0
absen pertama,neg,0
top komen gay,pos,1
gadget manfaat angkt anggap bikin rugi,neg,0
tidak ada cipta manusia sempurna cipta allah swt,pos,1
xiomi infinix dong bikin versi android tentu harga wajib murah,neg,0
dirtysidex gan anime lama si haha teknologi apple vision pro cara fungsi kalau udah kembang bakal sama persis kacamata anime itu,neg,0
aku tunggu bang david nya unboxing redmi note g apa beda sama redmi note g aku sangat penasaran banget bel saat lebaran nanti,neg,0
nunggu versi kw,pos,1
buat yutub biru mantep apalgi suport motion capture,pos,1
first,neg,0
kalo turut sih lebih film ready player one mana film tsb manusia gantung game virtual,pos,1
tes buat trading bang buka banyak chart,pos,1
klo mata rabun jauh otomatis liat nyaman,pos,1
tahun udah liat derajat hanya pake google v,pos,1
kurir nya si iqbal,neg,0
sao soon,neg,0
nggak nonton youtube rebah jatuh hp muka,neg,0
bang coba review tecno poca pro,pos,1
kalau mata minus rangkap gimana tuh,neg,0
bang info unboxing vivo fly donk yg camera drone,neg,0
mau tanya apple nyiptain alat buat pake outdoor apa indoor yah,pos,1
thn bro ngk usah lama,neg,0
eh salah,neg,0
bismillah,pos,1
from dubai with love,pos,1
tidak lama hp musnah,neg,0
apakah depan game sao akan ada,pos,1
atlasxmoba blok,neg,0
angkt desain apple vision pro sangat elegan premium,pos,1
saran apple next vision pro vision pro bisa kyk iris di kartun ejen ali nanti dia bisa dipake buat manduin laku kyk buat masak si vision pro bisa pandu buat langkah langkah masak cara langsungtrus banyak sih contoh dalam kasus awal video pas david lempar bola basket si vision pro bisa prediksi berapa cepat yang dibutuhin buat bola bisa masuk ke ring gitu sih saran kalau ada tambah inivasi dilanjutin yaa,pos,1
masih penasran pas vc yg liat mata doang apa gmn,neg,0
jadi ngebayangin kalo game yugioh pokemon go bikin versi apple vision pro nya,pos,1
bang gadget coba review huawei matpad please,neg,0
fov nya g ngezoom bang,neg,0
bang pas main catur coba balik papan catur gak tuh apa bidak jatuh,neg,0
mungkin apple vision pro kembang jadi hologram,pos,1
kirain tembus pandang jirr wkwkwkwkwkw,pos,1
seperti ready player one,neg,0
angkt apple vision pro punya fiturfitur revolusioner,pos,1
cobaaa main minecraft olus shader pake vision pro beuhhhhhh,neg,0
bang review hp yg udah rakit,neg,0
david riwew realme series g dong,neg,0
bang mau nanya kira kira merek hp pernah collab sama merek hp g sih,pos,1
coba nonton film semi jepun yg wibu wibu,pos,1
meta quest tu harga gk gila epel dgn fungsi sama,pos,1
angkt gak paham buat apa gadget begitu,neg,0
bang kalau tangan orang gerak dekat abang konek ga itu,neg,0
zovanwalker jgn aja jadi overlord game udah mau tutup aja login,pos,1
ekspresi orang ketika lu lebih futur dari orang sekitar be like,neg,0
mungkin versi lebih canggih depan kacamata pintar jadi ingat google glass wkwkwk bahkan mungkin smartsoftlens,neg,0
mungkin dalam tahun depan apple vision pro bentuk fisik akan minimalisir mungkin akan lebih lihat elegan bentuk seperti kacamata biasa harga akan lebih mahal,pos,1
gg si ekosistem apple,neg,0
harga apple vision pro lampau mahal angkt,pos,1
tahun datang bentuk kayak nerve gear anime sao pas arc alfheim online mungkin ya,pos,1
p,neg,0
apple vision pro fitur canggih mahal angkt,pos,1
tahan battrenya gimana bang waktu bawa keluar sama panas gak waktu pake outdoor,neg,0
bang coba main pubg,pos,1
definisi cinta tak milik,pos,1
tuju indonesia,neg,0
dimodif ke helm lebih praktis kaya,pos,1
bisa lah buat game kaya sao,pos,1
pertama komen,neg,0
kuat berapa lama baterai,neg,0
temen gua beli gituan candu main lama bulan masuk rumah sakit mata katarak,neg,0
memories of alhambra,neg,0
lion parcelnya ikbal kyaknya cuam sy yg fokus kesitu wkwkwk,pos,1
dl kaca mata google larang skrng apple bkin kaca mata ga larang dipake tmpt umumtrs ga motion sickness ya,neg,0
kalo make vision pro liat samping gak bang,neg,0
bg bahas redmi a bg,pos,1
marck hasil buat manusia tangan,pos,1
malah kaya main bang,neg,0
kalo yg gajih umr aman ngga bakal kebel jadi beli vision pro kalang atas,neg,0
apakh speed internet ngaruh performa ngga ya,pos,1
kacamata tony stark segera wujud sih ini,pos,1
bener ga sihkalo pake apple vision bakal liat kayak orang ngehalu,neg,0
batre gmn,neg,0
kalau es teh ai wkwkwkwk bye bye dunia nyata,neg,0
wkwkwk sus,pos,1
iqbal kang paketttt,neg,0
bang rekomendasi hp budget juta,pos,1
linkin start,neg,0
absen orang cepat,neg,0
fitur menit cocok om mob nih wkwk,pos,1
main catur pake vision pro gimana yak,neg,0
tanya penting bikin pusing ga,neg,0
nunggu harga second nunggu versi oviv oddo vision,pos,1
bapak belike wkwk,neg,0
hati bang kata us banyak keluh nyaman jangka panjang hingga banyak yg minta retur,pos,1
harus apple ngebikin sarung tangan pintar deteksi beri sensasi sentuh virtual jadi lebih realistis lagi,neg,0
teknologi halang pandang kyk gin apa ga bahaya buat guna,neg,0
gw liat kaua orang gila bang smoga depan jd lebih simpel bukan mirip kacamata renang,neg,0
subarashi,neg,0
coba main ff,pos,1
mommy kaf,neg,0
orang balikin tuh vision pro toko nya ga udh puas sama ga nyaman pake eh lu msih aja dpake wkwkwk yg gua mksud org nya yg dri amerika nya udh ga mainstream tuh mending beli meta quest lebih banyak mati hargnya yg jauh lebih murah nyaman bikin puas,pos,1
rafaendulsabar bro sebentar rasa terbang meski lalu vr,neg,0
mantap bang david,pos,1
ini sih gila canggih,neg,0
yg google bikin tahun lalu kacamata apa ya,pos,1
salfok kamera dji osmo bagus bgt,pos,1
angkt apple vision pro jadi pilih solid,neg,0
mungkin di masa depan di kecilin ukur kaca mata,neg,0
jadi ken beli nih beliin dong,neg,0
selamat buat apple banggain teknologi sekarang beberapa bulan soal bakal saing,pos,1
ada video parodi kalo david banyak maen vision pro bakal belang muka ngikutin bentuk vision pro,pos,1
tukar tambah beat karbu bisa g bang,pos,1
mungkin bikin pandemi baru terus biasa rumah terus solusi gak suntuk misal ajar sekolah lebih tarik vr kembang terus akhir gak sekolah offline lama sekolah pakai vr ini,pos,1
dan generasi lho gk bayang depa kaya gmna,neg,0
kya mentil,neg,0
memang senang sih main vr kalo pakai main game game spiderman superman serasa loncat spt spiderman terbang spt superman,pos,1
buset pertama bang,neg,0
orang belah be like ni orang ngapa yak,neg,0
bang infinix denger ulah lgi bahas donk,neg,0
kata pusing,neg,0
buat main pokemon go enak ini,pos,1
akhir waifu ku jadi nyata,pos,1
mkin mntp klau main mlbb pubg situ bng serasa yng tarung,neg,0
ngeliat jam tangan kiri mas kurir jadi nyengir sendiri,neg,0
kalo bisa main simulator nyetir mobil gak bayang seru nya,pos,1
arti pertama mall spark trus abis duduk tangga depan kopi nako deket gbk,pos,1
angkt jadi primadona teknologi gadget,pos,1
kayak ikan selam wkwk,neg,0
terus,neg,0
waktu kecil impi main yu gi monster nya keluar bakal wujud nih,neg,0
awkawkak keren banget cuy bang hafid,pos,1
ciba buat main pubg trus jadi karakter utama beehhhh,neg,0
thumbnaill nya loh,neg,0
gak bayang bau keringet,neg,0
tahun depan guli pakek vr tuju gak keke,neg,0
bang kalo mata buta belah gmana pakenya asking for a friend,neg,0
bang coba buat main game simulator balap mobil nyata gk,pos,1
info loker dong kawan buat jakarta timur supir jg boleh,neg,0
angkt gak suka sama gadget gak guna,pos,1
bang coba review android vision pro ga tau bnr apa ngak kata buat china,neg,0
menit,neg,0
challenge accepted,pos,1
angkt apple vision pro punya fitur lengkap,pos,1
iron man versi asli,pos,1
lagi maenan visioin pro gitu jalan tau ujan deres wassalam,neg,0
bang bahas techno pova pro bang,pos,1
si paling wkwk,neg,0
radiasi gmna,neg,0
bang coba riview redmi seri note note note sekarangkrna bnyak bngt seri note jdi pngen tau generasi generasi nya sperti apa dn beda nya brapa thun,neg,0
gw opini sedikit telepon fitur travel mode sangkut selamat kendara nyata california sana apple vision pro pakai menyupirberkendara,pos,1
keren bgt,pos,1
kenand iya sih oprasi nya rem pak,neg,0
kalo udah papar negatif terus malah jadi normal bukan negatif,neg,0
performa kamera apple vision pro sangat responsif angkt,neg,0
jadi keinget scene film walle manusia masa depan cuma duduk makan kerja vr,neg,0
bang david review hp under jt dong merk zte saing itel,neg,0
sound baru nihh,neg,0
bang thn depan kira muncul hp apa,neg,0
itu yg jdi tukang paket si cameramen iqbal,neg,0
qris qris lafal,neg,0
kalo game macam melihara cocok banget si jadi kyk tinggal sama kita,pos,1
beli ah,neg,0
nyari pokemon asik tuh,pos,1
mungkin kembang tuju bentuk kacamata lebih bagus praktis,pos,1
tebel bgt kalau canggih gk mungkin tebel gitu bukan masa depan masa bodo,neg,0
vision pro buat main yu gi oh,pos,1
wow,neg,0
gak bayang kalo game pokemon,pos,1
siap kita jadi sama kaya sao,pos,1
coba main pokemon go bang,pos,1
akhir jadi minion,neg,0
cobain pokemon go,neg,0
gadget manfaat bikin angkt bingung saja,pos,1
gwa,neg,0
bulan lagi kw ya pasti ada dari cina,pos,1
didulosir apa coba ni bocahh,neg,0
bang david kapan review hp buat sendiri,neg,0
kenapa mmgnya minum sbux makan kfc tambah nikmatxfiann,neg,0
ribet hidup,neg,0
saya punya harga ya juta,pos,1
apple vision pro jadi pilih kamera baik angkt,neg,0
bulan pemakaina mata minuss,neg,0
game horror seru sih bikin deg deg serrrr,pos,1
buat mata aman gk tuh lama lama,neg,0
masih nunggu review meta quest vs apple vision pro,pos,1
malah pusing ngeliatnya kliyengan,neg,0
loe asik bang asiikkk sendiri jadi,neg,0
riview xiamoi baru mana bang,neg,0
anjirr main hsr coyy,neg,0
pas lihat di screen apple vision pro super asteticon pas lihat anda di kamera editor orang aneh bukan hina,pos,1
bukan udh yg keluh efek samping,neg,0
coba bang pake vr bawa motor denger lagu,neg,0
tim suka lihat tpi gak nyoba sini ngumpul,pos,1
ngeri kesandung kelingking ga pake halang aja ga liat ini malah batas lihat,neg,0
udh ada yang jt,neg,0
tampil berapa fps,neg,0
ini bagus nya org yg rabun biar ngeliat lebih bagus utama yg kacamata super tebel kacamata gk ngebantu lg yg sensitif cahaya gk liat kalau gelap terlalu terang ah andai gk mahal yak kalau buat video kasih coba apple vision org rabun dong bang kasih liat respon mereka,pos,1
orangorang pikir krisis sosial gw asik jalanjalan sama ayang anime,pos,1
bang bahas techno pova pro,pos,1
lah iya ga sambungin joystick aja vision pro nya sekali emang dr awal ga rebut sambung gitu,neg,0
tools ironman in real life brohh,neg,0
akan sao jadi nyata,pos,1
iya iya samsung paling bagus paling duluan iyain aja biar lu neng,pos,1
pertama,neg,0
bang review hp redmi note g,neg,0
angkt ogah deh punya gadget gak penting,neg,0
angkt gak ngerti gadget iseng buat apa,neg,0
main game nya gimana ni,pos,1
ngeri sedapsudah ramal the simpson nih gudgetbesok lamaber wujud chipdimasukin tubuhdan boomitulah agenda mereka,neg,0
bang klo maen valo situ masuk arena nya kah,neg,0
angkt apple vision pro milik banyak pilih warna,neg,0
maen pokemon go seru kliatanya,pos,1
noraksaya udah pernah nyoba ibrite vision pro pada b aja,neg,0
bang david coba bikin video dampak apple vision pro buat mata karna bagaimana kan layar taruh depan mata pengaruh mata jadi minus,neg,0
bayangin kalo udah main mobile legend asa banget cosplay jadi nana gajah,pos,1
dengan vision pro arti masa depan mana wibu nikah waifuwaifunya sebentar jadi nyata awkwkwkwk,neg,0
itu udah ad quest buat meta facebook,neg,0
pake mata jadi jereng ga klo pke lama,neg,0
cocok buat main pokemon go atau rpg,pos,1
ribet,neg,0
ngakak pas liat david duduk bawah trus raba gituuuu lama jadi kayak orang reng yaaa gara teknologi,neg,0
balik gak sih klo sao kan yg masuk kesana,neg,0
bg lokasi jual sotonyo dmno,pos,1
apple vision pro cipta gambar nyata angkt,pos,1
kalo habis baterai gmn bakal gelap trus kalo orng gitu apa layar bareng,neg,0
telah gw nonton akhir gw mutusin buat beli pesawat lion air,neg,0
newgate wkwk iya ya ada produk china,pos,1
coba beli hololens bandingin apple vision pro,neg,0
tingkah main game tempat umum orang liat kaya npc bang wkwkwkk,neg,0
halo bang,pos,1
apple vision pro prosesor cepat efisien angkt,pos,1
nah iya kayak asa banget yg bilang kalau udah kayak gin makin lama benar kayak dystopian world makin nyata,neg,0
waduh pas akhir david tidur masuk kek dunia kek sao terus david bilang bye bye dunia nyata mantep sih wkwkw,neg,0
kerennn,pos,1
kok lu ga puyeng deh bang gw yg baru nonton pas vision pro munculin bbrp tampil udh mual puyeng ga kuat lietnya cuma bs nonton smp menit aja maap bang ga bs nerusin mual puyeng lietnya,neg,0
emng tuju kloaku sih gamau ikut agenda karna depan jadi murah bisasemua orang beli,neg,0
bang edisi barang aneh kapan lagi,neg,0
mata aman ga bang,neg,0
kaya game pokemon go lebih real nih,pos,1
masih shek ky ny koh harusny is masuakin jg is ny,neg,0
bang david apple vision pro nya buat vc gak,pos,1
jumat pak arkan,pos,1
hidup makin simple hidup makin ribet,neg,0
teknologi lebih trlalu bahaya bang,neg,0
angkt bikin gadget canggih jadi lebih ngeju,neg,0
ahirnya liat iqbal juga,pos,1
boleh komen ga bang,pos,1
kendal hadir sapa bang,neg,0
bisa main shangrila frontier macam anime,neg,0
gk lengkap rasa kalau blom nonton gedgetin,neg,0
review realme pro bang,neg,0
user android,neg,0
ada tambah lensa khusus pas awal beli,pos,1
muncul hp cuman layar doang tipis,neg,0
gadget angkt hindar gak rugi,neg,0
main game mmorpg sao kira update gen berapa jadi nyata,pos,1
gadget canggih makin praktis angkt,pos,1
itu baru batas ide kisanak,neg,0
angkt apple vision pro sesuai ekspektasi kamu,pos,1
bg review hp tecno spark pro,neg,0
cocok orang introvet,pos,1
salfok sama thumbnailnya pake baju item putih vibes kaya org pinggir ato ngga struggel,neg,0
thumbnail nya kaya orang yg overdosis masa depan,neg,0
bang maaf mau nanya make lama gak bikin mata sakit,neg,0
hai,pos,1
bisa buat main game pake stik ga bang,pos,1
plekocrooootttt,neg,0
jir baru menit,neg,0
teknologi jarvis helm ironman wujud,pos,1
salfok sama digivicenya hha,pos,1
inti apple ken wakil apa lihat sama odgj,pos,1
bingung pilih laptop yg prosesor amd intel yg jelasin mana lebih bagus harap bang david ngebuat video khusus ngebahas amd vs intel,neg,0
hehehe,neg,0
jd keinget google project glass mungkin klo udh d kembangin lebih lanjut udh d anggap pioneer teknologi kalah apple vision yg ribetnya minta ampun,neg,0
pengin ngumpulin orang yg nonton doang gk pernah komen,neg,0
untuk main game horor di rumah bisa asa jadi rumah conjuring,pos,1
hsr d gila sih,neg,0
nyata iqbal kurir lion parcel,pos,1
jadi iget lem ready player one perangkat keras lem perangkat lunak nama oasis yg hubung para vr gokilnya oasis cerita mulai buat tahun,pos,1
wah makin resah bang klo ampe tu honkai d yg pokok ga brani bilang ana hujat bener kan d sulit sih,neg,0
di tempat umum mirip orang gila,neg,0
mungkin liat npc gta pake apple vision ini,neg,0
mantab coba bandingin sama microsoft hololens yg bisa tembus pandang lebih simple jadi gg sepenuh pakai camera,pos,1
redmi note di tunggu,neg,0
itu make kacamata nyelam y bg mirip bgt,neg,0
coba test game pokemon go bro,pos,1
angkt apple vision pro impi fotografer,neg,0
gadget canggih makin integrasi angkt,pos,1
bisa gak buat main moba legend,pos,1
muka kevin pas david main catur,pos,1
pertama bang,neg,0
ramal the simpsons makin nyata,pos,1
bang ga kaya anime sword art online main game pake apple vission,pos,1
ooh wong plembang jugo kakak ternyato,neg,0
apple vision pro hadir hasil foto pukau angkt,pos,1
gadget canggih sekarang makin gokil angkt,pos,1
yak slama nonton puas banget tayang nya stelah nonton kenyataanwkwk,pos,1
apple vision pro harga tinggi banding angkt,pos,1
bang david kapan review hp buat sendiri,neg,0
boikot kasih ip mau lo,pos,1
bukan kagum ngeri,neg,0
kaya orang gila bng,neg,0
akhir teknologi tony stark nyata dunia kita,pos,1
serasa iron man g si,neg,0
terlihatseperti produk blm sempurna,pos,1
liat aneh padahal temu yg luar biasa sayang ny mahal,pos,1
bang pake gitu lama panas ga,neg,0
buat maen pokemon go kek asik,pos,1
rizkyrocksteady mungkin ga nonton vidio,neg,0
main coc apple vision pro keren si jadi d keren,pos,1
yoa,neg,0
kayak fitur nelpon mobil emang sengaja bikin trouble sama apple soal nyetir nyetir kan bahaya apple gk tau nyetir sendiri disetirin,neg,0
di bandingin sama meta quest bang soal harga beda jauh,neg,0
ini bukan inovasi lol meta quest udah duluan penyefonk kah,pos,1
dekat yg jauh jauh yg dekat,neg,0
sepi bang gua bantu like komen,neg,0
ngakak pas minum ngepasin di sedot,neg,0
demi aman bang makanya gk telpon kendara,neg,0
kalo maen pubg gak bang,pos,1
link start,neg,0
waifu gw jd nyata,pos,1
mau ganti muka orang jelek jadi muka orang cantik gka yah kwkwkw,neg,0
p,neg,0
xfiannlah apple knpa kembang produk jarang gagal ngomongin infinix xiomi baru pake emot,neg,0
batrenya bung,neg,0
bang kalo makan makan panas embun ga bang,pos,1
keren sih kalau main yugioh monster liat nyata ky dianimenya,pos,1
nyucinya gimana kalau bau kena keringat,neg,0
redmi note setia om,neg,0
review vision pro tpi gw salfok sama dji pocket kok bagus banget anjir hasil,pos,1
biasoshi bukan masalah nya design dan konsep klu hololens langsung pakai kaca transparan tidak libat kamera kcuali pada saat tracking jadi biarpun mati bisa tetap pakai kayak kacamata biasa tpi beda dgn vision pro klu pakai,neg,0
anda pas lepar bola basket ring muncul visual ukur jarak kuat energi lempar joule yg butuh dr titik lempar ring keren sih kalau bisa,pos,1
gadget rugi angkt anggap norak,neg,0
salfok kirain mous nyata bukan,neg,0
angkt gak peduli sama gadget isengiseng,pos,1
apple vision pro bawa kreativitas tingkat ikut angkt,neg,0
lu kira ejen ali,neg,0
dan muncul tanya bg sakit gk bg mata buat jangka waktu lama gerah gk bg kepala pakai nya klw lama,neg,0
orang awam yg liat bang gadgetin tangan udara ngiranya stress,neg,0
bang jangan main luar entar kira gila,neg,0
boikot produk amerika,pos,1
ngab dapit repew realme dong,neg,0
travel mode opsi driverpassenger biar enak tuh,neg,0
pakai kacamata d kayak orang stress soal lihat mata lanjang gk apa apa,neg,0
absen orang pertama,neg,0
telah pake langsung ngomong lin starto lama lama jadi nyata nih main game sao,neg,0
yang pernah nonton death mount death play faham,neg,0
coba main mobile legend bang,pos,1
dulu google glass malah lebih ringkas apple vision mirip dg vr sekarang gimana yaa sayang banget ga lanjutin,neg,0
siap siap dunia anime isekai masuk real hidup,neg,0
kenapa ga lu coba jaman metaverse,neg,0
thumbnail nya kek orang skizo ngayal,neg,0
main game free fire gak bg,pos,1
ah tp lion parcel lama sampenya yg hari kalo lion hari yg hari pertama estimasi kirim kalo lion parcel nunggu hari akhir estimasi baru kirim kurir coba beberapa kali udah g deh pake lion parcel,pos,1
kurir kaget yg nongol kayak orang dari,neg,0
buat yg gampang mabok mobil maen hp kalo pake apa kabar edit nonton video aja bikin pusing nyata,neg,0
jadi simpul akhir kurang worth it ga beda jauh sama hp biasa,neg,0
next coba meta quest,neg,0
tampil mata kaya zordon power ranger,neg,0
variant bang david bocil unlocked,neg,0
pas video calling wajah gimana bg,pos,1
swperti zaman nabi nuh,pos,1
pulang jumat lanjut makan siang terus nonton gadged in yo,neg,0
untuk yg punya masalah ngeliat jauh bagus gk bg cara kan pakai kamera terus ngeliatnya dekat mata misal rabun jauh masalah lihat yg lain,pos,1
sayang bgt beli mahal tepis,neg,0
bang kalau buat cubit tangan arah tas kata youtuber luar gitu biar sensitifitasnya makin kuat jadi sesnor kamera tangan baca degan jelas,neg,0
tunggu samsung vision pro,neg,0
akan rasa dunia isekai nanti,neg,0
resolusi ngelihat hidup turun dong,neg,0
pas pakai tidur jadi inget shangrila prontier,pos,1
david nyata mamen,pos,1
kata anak detektif conan tagih teqnolqi,neg,0
anjir malah kek sword art online solo levelling,neg,0
angkt bingung gadget gak guna,pos,1
yg bilang bakal jadi trend ga bakal poin jelek tampil poin sangat mahal poin produk memang bukan tuju trending entertainmenthobby kalau kerja terlalu lambatribet,neg,0
bayangin klo kamera delay,neg,0
moga rejeki lancar,pos,1
gara gara thumbnail gembel sultan gw langsung nonton,neg,0
buat orang punya motion sickness parah kayak sih sulit liat monitor hp aja udah pusing kalau liat vr waduhh,neg,0
bang david review tecno spark pro plus,pos,1
nyata bang david mamen,pos,1
siapa tau bantu lihat mata minus,neg,0
angkt apple vision pro milik banyak pilih warna,neg,0
bgs bgtt,neg,0
dulu diingetin orang tua jangan deket deket layar sekarang layar ditempelin mata wkwk,neg,0
bantu sih bantu kalo lihatlihat manusia jadi robot contoh aja hp gak jauh kita,neg,0
technology dajjal mampu hidup manusia yg tinggal dgn vr,neg,0
nungguin xiaomi bikin vision aja siapa tau harga jadi murah sih,neg,0
coba review ibrite bang,pos,1
bangvdavit beli jt k,neg,0
mata manusia punya frame rate detik apa ningkatin biar refleks hadap gera lebih cepat sangat buat balap militer biar hindar peluru mirip saringgan slowmotion aku yakin sih sekarang,neg,0
hades nama korban film bro,neg,0
simak ngab video nya makin lama pakai bikin mata jadi lebih enak nyesuaikan kali pihak apple udah mikirin masalah harga juta bro,neg,0
ini positif klo main game yg dah d badan bakal gerak terus cuma efek mata nya gimana ya,pos,1
asa iron man,neg,0
itu ntar bakal baca cepat kuat lempar dll,neg,0
bersukur hidup kampung sulit cemar teknologi apa kyk vision pro paling hp uda,neg,0
cara tidak langsung promosi golkar,neg,0
angkt apple vision pro tiap detil penting,neg,0
apakah samsung oppo xiaomi ikut buat vision pro versi sendiri,neg,0
tes main game pubg bg,pos,1
apple vision pro desain terlalu biasa angkt,neg,0
asli orang aneh bgt,pos,1
d tunggu sih,neg,0
bang david review rog lens dong ken liat gimana rasa,neg,0
entah kapan buk ibuk kek aku bisa make tu vr,neg,0
angkt kapan nyobain apple vision pro,neg,0
bg lu orng palembang,neg,0
ketika kamu rasa hilang harap ingat tuhan telah cipta rencana indah hidup kita,neg,0
bro david tanya yg selalu bikin gw penasaran dgn gap kecil bolamata layar gimana mata fokus tulisanicon nya blur jelas many thx,neg,0
angkt tarik sama gadget guna,pos,1
tapi pakai hari gitu ganggu sehat mata tidak,neg,0
impi introvert rebah masuk dunia virtual macam sao,neg,0
dulu nonton anime sword art online masa depan bakal sekarang cipta,neg,0
apakah suatu persis kacamata,neg,0
ga bakal ekor mata belum bisa di copy mobilitas di indonesia yang bar bar motor nya bisa bisa kena tubruk karena motor bahkan naek trotoar,neg,0
bang david apple vision pro android,neg,0
kurir eqbal bukan sih wkwkwkwkwkwkk,neg,0
coba maen pokemon go,pos,1
futuristik banget,pos,1
bang elu ngapain,pos,1
sao njir bikin karakter masuk starrail lah,neg,0
bang daya tahan batre,neg,0
luh punya duit jt,pos,1
gw nunggu versi android nya datang aja maksud gw yg kualitas bagus bukan vision pro kw yg edar pasar barusan yg punya pacar d kyknya pake alat bakal jadi nyata kali ya,pos,1
pusing gak bang,neg,0
kok aldo tlm sini,neg,0
bang bahas realme pro g dong,pos,1
wah main pokemon go seru kali ya,pos,1
bahas redmi note pro g udah loncing bang rekomen yang mana gw penbeli,neg,0
kalau masuk ruang gelap kyk gmna bang,neg,0
kalau buat sekarang pakai pasar kira ogdj si,neg,0
